RTSW,web,plot,data,-,created,28-06-2024,15:02:42,,,,,,,,,,,,,,,,,,,,,,
More,information,is,available,from,SWPC,at,http://www.swpc.noaa.gov/products/real-time-solar-wind,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start:,02-01-2020 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End:,02-01-2020 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"0=ACE,","1=DSCOVR,",2=mixed,ACE+DSCOVR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution:,1,day,,,,,,,,,,,,,,,,,,,,,,,,,,,
med=50th,percentile,"(median),",min=1st,"percentile,",max=99th,percentile,,,,,,,,,,,,,,,,,,,,,,,
Phi,mean,is,the,average,"angle,",taking,into,account,the,wrapping,at,0/360,degrees,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More,data,is,available,from,the,NCEI,archive,at,https://www.ngdc.noaa.gov/dscovr,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timestamp,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
23-01-2021,00:00:00,2,6.42,2.97,9.19,-4.25,-7.53,4.68,3.03,-1.62,6.24,0.58,-5.43,5.57,142.45,35.18,200.61,6.08,-53.77,54.53,9.57,1.73,21.43,332.2,309.9,396.88,35248,13652,231562
24-01-2021,00:00:00,2,5.33,3.37,8.46,-1.05,-4.91,7.4,2.42,-7.75,5.56,-0.45,-5.94,7,112.06,54,339.58,-4.82,-58.45,78.07,7.3,0.89,17.08,372.7,350.2,393.4,86249,31076,224307
25-01-2021,00:00:00,2,9.06,3.39,10.96,4.02,-3.88,8.24,-4.77,-9.57,7.74,-1.22,-9.12,8.28,311.75,6.35,352.84,-8.2,-74.7,79.51,7.78,1.58,10.5,493.1,387.33,554.2,213170,93920,373480
26-01-2021,00:00:00,1,4.3,2.56,9.27,2.89,-2.52,5.04,-2.13,-6.93,2.79,-0.97,-7.51,5.57,318.46,6.61,354.53,-14.36,-80.66,47.25,7.14,5.1,10.22,539.9,493.7,614.1,398355,182950,658380
27-01-2021,00:00:00,1,4.54,2.8,5.91,2.86,-2.38,5.13,-2.44,-4.97,2.36,-0.39,-4.44,3.24,316.27,1.8,357.84,-5.31,-67.54,45.24,7.38,6,8.81,543.9,523.1,570.7,386966,264152,499164
28-01-2021,00:00:00,1,3.09,1.29,4.45,2.1,-1.88,3.5,-1.55,-2.98,1.49,0.51,-3.51,1.99,315.25,1.22,358.58,11.45,-63.1,53.2,4.14,2.73,7.02,458.1,400,544.5,160942,68566,398309
29-01-2021,00:00:00,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4.17,2.88,5.15,379,340.6,416.2,75004,42619,128441
30-01-2021,00:00:00,2,3.51,2.5,4.32,0.5,-2.82,3.4,-2.92,-3.76,0,-1.02,-2.71,1.11,278.5,178.1,353,-17.13,-53.1,21.11,4.81,3.36,8.08,327,306.3,351.4,20439,13948,82631
31-01-2021,00:00:00,1,2.81,0.97,4.88,-0.76,-2.98,3.28,-0.59,-3.53,4.59,0.91,-2.47,4.17,225.93,8.31,351.91,19,-51.19,78.06,9.57,6.99,13.89,311,300.3,330.9,14074,9422,31794
01-02-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
02-02-2021,00:00:00,2,8.3,4.94,18.37,4.58,-3.24,9.97,-4.74,-14.94,4.63,0.9,-14,11.26,314.66,4.74,357.16,6.64,-72.87,80.57,9.06,2.79,25.77,518.5,380.6,556,237153,74668,328939
03-02-2021,00:00:00,1,7.93,6.12,10,5.71,-0.88,8.05,-3.96,-8.7,2.43,0.12,-6.52,5.67,324.99,1.75,358.64,0.96,-50.39,44.8,7.44,5.96,9.76,538.4,482.2,607.6,234621,161647,384010
04-02-2021,00:00:00,1,3.87,2.68,7.16,2.04,-2.58,5.02,-1.98,-6.49,3.13,-0.15,-4.91,3.56,316.09,1.39,357.62,-2.07,-75.13,73.49,5.02,4.23,7.73,477.8,440.1,543.8,159927,92788,318259
05-02-2021,00:00:00,1,4.37,3.64,4.84,3.93,-0.51,4.66,-0.31,-3.51,2.47,-1.23,-3.46,1.85,351.64,0.33,359.68,-16.63,-53.76,26.03,3.96,3.15,5.35,411.7,389,447.2,99869,55980,151692
06-02-2021,00:00:00,1,4.6,3.52,12.55,3.39,-8.09,5.15,-1.38,-7.25,8.92,0.51,-7.77,9.52,330.49,2.13,357.98,6.22,-76.01,66.32,5.86,3.22,20.74,385.2,363.8,496.1,83379,15357,240932
07-02-2021,00:00:00,1,5.4,2.43,10.48,-3.49,-7.2,6.65,2.03,-4.3,8.11,-0.03,-8.04,4.72,148.79,25.93,340.7,-0.29,-74.2,58.33,8.11,5.19,15.68,525.1,486,542.9,246790,135814,343292
08-02-2021,00:00:00,1,4.4,1.57,7.27,-2.71,-4.5,4.12,1.96,-1.77,5.54,0.31,-6.83,5.23,133.57,14.66,230.22,4.28,-74.97,66.08,6.94,4.98,11.25,465.8,396.3,534.3,161206,56684,289510
09-02-2021,00:00:00,1,4.99,4.15,5.96,-3.4,-5.48,2.84,2.78,-4.41,5.66,1.19,-3.02,3.18,141.39,56.66,243.65,14.2,-35.59,42.13,5.49,2.75,7.71,455.4,408.6,504.2,169310,91918,276678
10-02-2021,00:00:00,1,3.6,2.15,5.41,-3.18,-4.7,1.21,0.55,-2.56,4.15,0.12,-2.67,4.06,174.78,49.07,324.65,1.74,-70.69,74.17,3.68,0.72,5.97,417.6,326.3,443.1,101189,9933,175424
11-02-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
12-02-2021,00:00:00,2,4.58,2.44,6.82,-2.41,-5.59,4.64,1.93,-4.46,4.13,0.01,-5.23,4.34,136.02,2.74,354.54,0.08,-80.44,77.7,9.44,6.65,13.33,330.8,310.5,349.59,27710,18316,57549
13-02-2021,00:00:00,1,6.23,3.15,12.74,4.24,-7.01,8.12,-0.9,-9.73,5.83,-0.64,-9.53,8.45,337.01,0.82,358.76,-6.98,-72.43,51.93,8.51,3.71,24.9,492.2,348.3,532,196524,50836,452962
14-02-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
15-02-2021,00:00:00,2,3.7,0.65,7.6,1.41,-3.67,5.03,-2.01,-5.48,2.62,-1.04,-6.18,4.89,308.26,8.03,354.73,-19.35,-81.84,57.78,6.58,1.84,11.81,329.4,317.6,351.84,45135,16391,73680
16-02-2021,00:00:00,2,8.4,5.96,11.21,4.3,-2.78,8.74,1.45,-10.59,10.01,-0.08,-8.09,7.67,17.47,1.81,358.97,-0.56,-83.62,60.45,11.05,5.47,20.2,358.9,328.1,439.4,67279,31747,210548
17-02-2021,00:00:00,1,4.76,4,7.85,4.01,-3.51,6.76,-2.07,-5.21,3.77,-0.65,-5.12,5.07,325.4,0.54,359.43,-8.16,-64.68,44.89,5.32,4.02,9.26,418,394.9,450.6,98844,26031,145963
18-02-2021,00:00:00,1,3.65,2.58,4.91,2.32,-0.91,4.6,-1.63,-4.26,1.51,0.01,-3.85,2.8,325.37,1.32,358.96,0.15,-66.54,48.01,5.02,3.09,7.29,384.5,367.5,400.3,83888,42639,113970
19-02-2021,00:00:00,1,8.01,1.24,13.36,3.19,-4.91,10.51,-3.83,-9.58,2.72,-2.45,-9.89,7.58,306.45,19.53,352.32,-35.7,-84.46,60.72,10.21,4.19,23.01,384.2,371.2,521.9,50004,15417,257174
20-02-2021,00:00:00,1,7.05,3.85,12.36,4.54,-4.6,9.15,-3.62,-9.56,4.9,-1.41,-7.54,8.63,320.16,3.6,357.25,-11.27,-78.14,62.48,10.5,6.46,15.18,551.7,403.8,602.8,269297,58165,496387
21-02-2021,00:00:00,1,5.39,4.04,7.48,3.07,-1.53,6.51,-1.87,-6.86,4.41,-0.79,-5.47,4.67,336.07,2.67,357.8,-8.4,-78.63,72.01,7.26,5.8,12.55,563.7,535.4,612.1,253765,168923,466403
22-02-2021,00:00:00,1,5.19,3.69,6.14,2.85,-1,5.24,-2.43,-5.7,3.94,-1.13,-5.37,4.31,326.38,1.77,357.33,-13.26,-69.76,71.07,7.64,5.68,13.93,563.9,534.4,603,297175,163551,518087
23-02-2021,00:00:00,1,5.09,3.19,6.63,-1.79,-5.48,5.42,-2.91,-6.46,0.62,-0.66,-4.22,3.49,248.04,4.89,354.98,-7.27,-50.3,43.22,7.77,6.17,13.11,560.1,499.1,600,163155,54739,444948
24-02-2021,00:00:00,1,6.35,2.82,9.31,-0.09,-4.74,6.33,-3.01,-8.81,4.56,-2.91,-7.01,6.51,261.75,11.76,341.43,-33.24,-79.62,51.97,7.07,4.35,11.64,482.1,453.5,513,87031,11871,213879
25-02-2021,00:00:00,1,4.31,2.51,5.91,1.23,-3.73,4.22,-1.39,-4.81,2.96,-1.82,-4.78,4.14,295.33,3.89,357.1,-27.45,-84.44,65.34,6.11,4.49,7.96,457.5,431.1,496.4,125623,77683,220644
26-02-2021,00:00:00,1,3.64,1.03,5.99,1.03,-3.4,4.45,-1.18,-5.06,4.3,-0.41,-4.93,3.23,337.03,6.14,356.55,-7.03,-78.24,71.91,5.49,3.61,17.46,440.2,400,463.1,80815,10330,144699
27-02-2021,00:00:00,1,2.58,0.24,4.01,-0.61,-3.69,2.21,0.69,-3.86,3.76,0.4,-1.47,2.73,128.7,3.9,345,12.19,-66.2,81,6.17,4.39,10.23,394,367.9,450.2,50980,12413,114841
28-02-2021,00:00:00,1,3.7,1.5,10.23,-1.71,-3.6,2.97,1.68,-4.38,9.74,0.24,-4.58,4.78,143.65,54.04,314.23,4.04,-76.42,58.34,6.69,4.65,30.28,366.7,348.6,391.4,60064,19837,130277
01-03-2021,00:00:00,1,5.77,2.41,13.82,0.19,-7.29,9.48,-1.81,-8.78,8.42,-2.2,-13.11,7.38,281.36,7.41,349.28,-29.9,-81.83,77.34,9.67,5.21,33.73,414.9,363.2,526.6,177783,21794,389967
02-03-2021,00:00:00,1,6.69,2.23,11.69,3.54,-6.6,9.43,-3.5,-9.35,5.98,-0.76,-6.08,7.78,305.54,3.1,357.34,-7.54,-68.11,54.01,10.71,8.46,21.47,558.4,372.5,653.7,303324,77801,539487
03-03-2021,00:00:00,1,5.15,3.45,6.52,2.68,-4.15,5.77,-2.51,-5.31,2.71,-0.92,-5.61,3.18,313.47,0.88,357.61,-11.29,-78.89,35.85,9.17,6.11,13.72,612.2,560.4,672.3,348640,208211,563142
04-03-2021,00:00:00,1,4.55,1.67,5.81,3.62,-1.01,5.5,-0.71,-4.82,1.68,-0.45,-3.89,4.25,344.21,0.35,359.49,-6.67,-64.04,53.92,5.58,3.48,7.2,495.7,450.9,594,182609,123520,381769
05-03-2021,00:00:00,1,3.72,1.84,5.34,3.1,-2.43,4.88,-1.2,-3.57,1.52,-0.76,-3.17,2.99,334.1,0.76,359.27,-13.64,-78.59,42.82,7.26,4.12,15.93,394.8,373,446.3,64791,22678,146341
06-03-2021,00:00:00,1,5.42,3.05,10.64,-3.26,-8.37,6.18,0.84,-5.62,9.45,0.71,-7.4,6.27,159.65,4.61,357.32,7.45,-61.26,72.47,8.25,5.34,39.5,529,370.4,589.2,217457,30306,369505
07-03-2021,00:00:00,1,5.19,3.86,7.25,-3.95,-6.72,0.9,1.84,-3.16,4.88,1.33,-4.3,4.21,153.44,71.6,227.7,14.83,-59.24,65.21,5.44,4.32,7.6,515.5,490.1,556.6,220340,178709,334706
08-03-2021,00:00:00,1,5.32,2.22,6.4,-2.99,-5.75,2.27,1.68,-2.63,5.64,0.85,-3.23,4.75,157.57,39.92,279.31,10.03,-71.1,59.25,6.28,3.76,8.63,502.3,462.9,534.5,268943,158176,444135
09-03-2021,00:00:00,1,4.17,1.98,4.76,-2.97,-4.3,0.97,1.41,-2.55,4.43,0.89,-1.6,3.03,148.24,73,228.35,12.73,-33.76,49.76,5.08,3.45,6.22,454.8,399.5,501.7,151884,83820,405832
10-03-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
11-03-2021,00:00:00,2,4.39,1.59,7.99,0.61,-4.48,2.56,3.14,-0.45,7.86,1.26,-3.99,5.54,87.53,41.37,188.1,18.81,-45.07,73.53,3.39,1.68,12.78,369.54,346.1,409.6,54124,7777,184920
12-03-2021,00:00:00,2,6.67,3.53,11.1,-0.46,-4.26,4.23,-1.92,-9.57,7.97,-4.24,-7.78,4.61,243.52,62.92,332.8,-45.17,-84.02,77.51,9.51,4.2,26.67,349.9,323.9,376.4,44332,15757,179982
13-03-2021,00:00:00,1,7.44,3.42,14.36,2.56,-4.02,9.62,-2.94,-12.7,6.2,0.25,-11.02,10.48,317.91,3.01,356.69,1.95,-81.82,82.31,14.05,6.82,38.28,392.7,338.8,571.5,187074,42340,269480
14-03-2021,00:00:00,1,4.79,3.08,5.89,0.33,-4.54,4.73,-2.38,-5.17,2.26,-2.26,-5.38,3.21,279.6,1.87,358.3,-29.82,-83.86,51.93,7.48,6.23,9.53,553,518.7,590.1,211787,165527,314365
15-03-2021,00:00:00,1,3.51,2.26,5.56,3.02,-3.17,4.46,-1.4,-4.85,1.11,-0.35,-3.1,4.32,330.75,3.38,358.39,-5.81,-48.11,62.31,5.57,3.29,8.95,475,421.5,546,177346,87943,294495
16-03-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
17-03-2021,00:00:00,2,5.06,2.36,7.82,-2.89,-6.93,0.77,2.62,-3.92,5.31,1.31,-4.32,4.59,150.27,93.19,266.78,15.87,-43.55,67.5,6.35,3.76,11.94,349.3,321.1,388.6,52095,19077,139534
18-03-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
19-03-2021,00:00:00,2,3.91,2.63,9.8,2.38,-1.09,5.31,-0.96,-7.4,2.06,-2.07,-4.2,6.57,345.62,2.64,357.71,-35.86,-83.22,43.31,8.08,3,42.76,309,291.54,335.6,22435,11555,38777
20-03-2021,00:00:00,1,5.37,4.07,22.28,3.39,-1.76,12.37,-3.63,-17.85,3.51,-0.34,-16.99,18.09,320.04,1.35,357.81,-3.76,-77.21,76.28,8.86,6.87,58.34,579.7,339.7,646.1,437078,26215,784821
21-03-2021,00:00:00,1,4.42,2.23,7.26,2.33,-3.32,5.65,-1.57,-6.39,3.54,-0.2,-6.96,5.42,326.85,2.87,357.57,-2.64,-81.09,78.68,8.23,5.65,10.34,599.9,555.8,672.4,440253,99911,1109638
22-03-2021,00:00:00,1,3.03,1.94,4.63,2.49,-2.17,4.45,-0.58,-3.09,2.02,0.16,-2.01,2.06,339.52,0.57,359.3,3.12,-47.96,46.42,6.5,0.13,9.12,590.4,533.7,658.1,157816,5000,987453
23-03-2021,00:00:00,1,3.45,2.16,4.07,-1.31,-3.23,3.4,-1.85,-3.61,2.89,-1.85,-3.31,2.69,241.38,4.98,349.19,-33.01,-68.61,52.88,6.02,4.62,7.34,507,459.3,541.8,194766,54331,358598
24-03-2021,00:00:00,1,3.95,0.6,8.06,-1.36,-4.37,3.64,1.22,-3.6,6.04,-2.35,-6.72,2.4,127.35,5.72,355.78,-34.96,-67.79,50.21,8.17,2.54,15.47,427.5,369.8,458.9,25409,13547,120741
25-03-2021,00:00:00,1,5.41,2.8,6.98,-0.38,-5.54,4.89,1.77,-5.69,5.5,-1.4,-5.65,6.11,111.84,6.07,351.08,-18.19,-78.88,77.83,8.69,5.03,12.13,418.3,393.4,473,82785,33469,225682
26-03-2021,00:00:00,1,4.35,3.4,6.02,2.75,-1.98,5.63,-0.04,-3,2.99,-2.83,-4.26,2.38,1.22,1.22,358.93,-41.32,-83.54,24.08,4.76,3.71,8.42,417.9,384.9,477.1,69441,38812,304835
27-03-2021,00:00:00,1,6.1,3.27,7.34,4.92,-4.25,6.03,-2.52,-6.43,4.06,0.62,-6.18,4.94,327.55,5.74,352.59,5.76,-78.37,63.97,4.46,2.04,19.32,372.7,338.5,412.2,40341,8113,271906
28-03-2021,00:00:00,1,2.66,1.23,6.97,-0.01,-4.2,2.62,-1.25,-5.78,1.06,0.08,-5.56,3.63,270.99,2.44,357.59,1.91,-71.18,65.73,4.74,3.22,6.56,397.5,345.6,434,71431,30781,224975
29-03-2021,00:00:00,1,3.19,2.6,4.2,2.4,-1.11,3.82,-1.29,-3.01,0.66,-1.42,-2.53,2.13,328.1,2.02,357.93,-25.64,-62.69,48.45,4.91,3.2,6.26,333,323,365.3,11928,7508,56282
30-03-2021,00:00:00,1,4.58,2.93,6.01,3.15,-0.3,5.37,-1.97,-4.72,4.98,-0.45,-3.6,3.13,333.75,0.76,358.26,-6.36,-46.23,37.74,5.83,3.54,11.17,340.5,307.5,406.5,17340,7096,152929
31-03-2021,00:00:00,1,5.4,1.95,8.2,2.52,-1.9,5.93,-2.56,-6.44,4.09,-2.89,-6.15,3.88,319.81,8.25,357.01,-34.79,-82.65,63.13,8.69,4.27,11.54,371.9,336.2,393.1,83848,38222,127021
01-04-2021,00:00:00,1,4.71,2.36,7.03,2.99,-3.03,5.24,-2.35,-6.01,3.26,0.11,-4.17,4.21,318.95,6.61,358.54,1.46,-79.07,60.22,6.7,5.26,10.34,400.2,365.9,424.4,85012,52863,126358
02-04-2021,00:00:00,1,5.79,3.17,8.98,2.5,-2.96,6.93,-3.42,-8.32,1.98,-0.15,-6.4,5.7,307.05,1.17,358.55,-1.67,-72.37,54.99,6.42,4.87,11.07,378.9,354,405.3,64585,41505,116665
03-04-2021,00:00:00,1,3.02,1.9,5.67,1.29,-2.15,4.37,-1.07,-4.16,3.33,-0.69,-2.95,2.54,331.59,2.46,356.98,-13.49,-76.03,63.29,4.25,2.25,6.02,368.2,309.6,405.8,116609,25172,241794
04-04-2021,00:00:00,1,2.26,0.64,3.7,1.25,-2.24,2.84,0.01,-2.36,3.52,-0.64,-2.12,2.03,356.94,2.46,357.16,-18.73,-72.24,48.63,6.77,2.63,14.62,311.5,294.6,335.5,19048,12221,258561
05-04-2021,00:00:00,1,7.83,2.27,8.93,-0.67,-3.58,2.1,4.92,-2.83,8.5,2.12,-7.33,7.48,102.12,23.09,315.76,20.73,-57.22,86.18,10.74,6.05,28.23,313.5,292.7,340.2,19801,6085,49195
06-04-2021,00:00:00,1,5.34,2.32,9.01,-2.19,-4.14,1.08,1.44,-4.14,7.5,3.99,-3.3,7.41,155.04,62.71,282.89,41.43,-55.72,76.44,10.41,4.83,13.07,315.1,297.5,332.5,38187,18138,63863
07-04-2021,00:00:00,1,7.25,5.06,15.02,-3.87,-8,4.56,4.11,-4.47,10.4,0.93,-10.34,13.33,133.56,37.44,338.55,7.75,-78.03,72.6,8.92,5.59,24.93,409.5,305.8,520.8,133405,19562,275214
08-04-2021,00:00:00,1,2.44,0.8,5.35,-1.45,-3.87,1.87,0.85,-2.83,4.06,0.64,-1.69,3.95,143.76,9.16,345.55,15.9,-48.55,73.23,4.95,3.49,6.74,464.7,402.3,499.8,147474,68816,212496
09-04-2021,00:00:00,1,3.05,1.61,4.72,-0.33,-4.21,2.34,0.02,-3.81,2.93,0.84,-3.31,2.92,131.11,3.72,353.7,16.13,-61.83,76.6,4.37,2.91,7.1,401.7,368.4,428.3,78967,48271,138151
10-04-2021,00:00:00,1,3.92,2.91,6.26,-2.07,-4.18,0.93,2.74,-1.73,5.22,-0.55,-4.44,3.68,132.18,76.93,220.8,-8.38,-68.53,52.31,4.18,1.53,8.19,336.1,321.9,379.4,36537,9314,152507
11-04-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
12-04-2021,00:00:00,2,4.49,1.89,6.62,2.37,-3.51,5.56,-1.91,-6.01,3.43,-0.57,-3.96,3.91,311.03,1.22,358.78,-7.36,-72.69,42.22,6.43,2.23,9.63,369,335.3,384.88,94937,32093,169875
13-04-2021,00:00:00,1,4.02,2.13,7.26,0.25,-4.73,4.13,-1.21,-5.37,5.98,-0.2,-3.83,5.12,283.35,1.47,358.22,-2.48,-70.65,53.83,8.34,4.06,16.16,359.3,342.2,379.6,69906,24971,190564
14-04-2021,00:00:00,1,4.23,1.7,5.79,0.16,-5.08,4.17,1.77,-2.75,4.37,1.5,-3.54,4.42,89.99,8.37,350.6,20.17,-78.61,68.49,6.67,4.35,13.69,402.7,350.5,457.6,103399,21264,206138
15-04-2021,00:00:00,1,7.02,1.47,10.47,3.59,-4.14,6.56,-2.27,-8.24,3.63,3.15,-6.61,8.79,337.13,2.09,358.65,31.68,-63.53,72.39,11.77,5.19,19.86,366,322.8,396.7,38464,7311,151523
16-04-2021,00:00:00,1,7.19,3.44,12.58,3.78,-5.63,10.07,-4.41,-10.34,4.18,-2.54,-10.24,10.22,309.53,5.49,350.89,-19.1,-64.55,74.73,7.55,4.13,22.67,433.9,373.8,486.7,123871,17072,216948
17-04-2021,00:00:00,1,6.27,2.51,11.48,3.73,-5.54,8.78,-2.65,-7.6,5.89,-1.95,-8.77,4.38,313.12,3.3,357.21,-20.08,-82.16,35.88,12.27,6.31,15.2,573.8,457.9,608.3,357304,154549,742460
18-04-2021,00:00:00,-1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
19-04-2021,00:00:00,2,4.53,2.89,6.98,2.41,-2.85,5.12,-1.59,-6.03,3.4,-0.84,-6.03,4.79,330.34,2.04,357.88,-10.57,-79.75,64.57,5.82,0.1,8.79,620.48,561.8,665.4,232928,80742,395979
20-04-2021,00:00:00,1,3.72,2.3,5.61,2.06,-3.38,4.88,-1.77,-5.02,1.98,-0.95,-3.85,3.27,318.3,1.47,358.35,-14.38,-75.37,53.58,5.9,5.04,7.28,605.2,555.5,657.4,267280,187967,390771
21-04-2021,00:00:00,1,2.93,1.32,5.12,-0.81,-3.83,4.55,-0.77,-3.97,1.54,-0.2,-3.4,3.18,247.49,1.98,358.09,-4.51,-58.95,47.58,5.82,3.76,6.67,526.4,471,561.6,264280,143872,389927
22-04-2021,00:00:00,1,3.14,1.56,4.39,0.43,-3.28,3.83,-0.3,-2.42,2.46,-0.75,-2.94,2.91,306.39,1.42,356.79,-17.33,-74.55,50.34,5.43,2.88,7.78,423.1,405.3,470.9,85199,41217,188256
23-04-2021,00:00:00,1,4.6,1.85,10.56,1.94,-2.79,6.52,-1.76,-8.63,3.63,-2.14,-8.28,4.43,310.52,4.69,348.44,-28.23,-81.14,42.72,6.53,4.65,17.17,396.7,369.8,470.5,63837,42104,190227
24-04-2021,00:00:00,1,4.1,3.31,10.68,2.29,-6.33,5.19,-1.48,-5.36,3.84,-1.18,-9.03,6.7,330.33,1.66,358.28,-16.89,-73.09,62.92,5.22,3.1,13.26,464.9,428.3,506.7,150502,45651,501334
25-04-2021,00:00:00,1,6.82,4.41,9.5,4.88,-5.29,6.93,-3.54,-6.77,4.49,-1.06,-7.33,4.74,321.16,7.79,358.26,-9.13,-73.54,41.44,9.38,4.27,14.58,475.5,457.8,500.3,249862,113021,529809
26-04-2021,00:00:00,1,4.81,3.07,7.72,1.28,-2.23,5.04,-1.52,-5.64,3.86,0.09,-7.1,4.78,318.85,2.54,355.64,1.31,-80.37,84.73,4.76,3.15,8.8,484.2,443.1,523.8,175723,113630,307193
27-04-2021,00:00:00,1,3.63,1.84,5.33,2.73,-0.83,3.57,-1.09,-4.59,1.13,-1.7,-4.15,1.82,334.99,0.78,358.63,-28.16,-77.48,27.72,3.51,1.89,8.11,477.8,425.4,518.6,187394,16736,490580
28-04-2021,00:00:00,1,2.56,1.23,3.27,0.45,-2.83,2.75,-1.84,-3.17,1.16,-0.27,-2,2.18,284.91,12.12,354.07,-6.06,-65.98,57.7,3.11,1.48,5.58,378.3,325.2,424.8,67511,34182,134593
29-04-2021,00:00:00,1,4.27,2.03,8.67,0.89,-2.47,3.36,0.02,-3.57,7.82,-0.53,-4.12,4.84,6.57,5.99,354.99,-6.76,-67.14,48.07,6.55,4.24,14.04,329,317.3,356.3,19583,12403,104434
30-04-2021,00:00:00,1,7.66,5.07,9.4,-4.73,-7.49,4.45,3.36,-6.42,8.46,2.52,-5.72,5.06,152.86,25.97,239.89,19.06,-50.14,44.25,14.28,9.02,25.75,317.3,301,354.8,60361,18607,144594
01-05-2021,00:00:00,1,7.39,3.53,8.78,-2.21,-5.47,4.4,1.3,-7.77,6.3,1.99,-5.12,5.7,195.42,110.98,315.5,16.32,-47.86,64.49,10.54,5.71,25.53,314.9,299.2,378.3,38608,11610,89489
02-05-2021,00:00:00,1,9.24,5.46,10.57,-3.63,-8.47,7.5,-4.15,-7.32,7.43,4.05,-6.38,8.86,194.87,9.27,351.55,24.73,-66.06,76.1,15.61,4.47,28.99,341.2,313.4,379.1,74920,8194,211654
03-05-2021,00:00:00,1,5.95,2.46,12.26,-1.11,-5.87,6.36,4.21,-4.64,10.57,1.85,-4.22,10.86,107.62,46.16,222.96,21.55,-34.29,73.18,4.52,2.45,21.01,433.4,352.5,487.9,128304,29141,532896
04-05-2021,00:00:00,1,3.64,1.48,6.69,-1.33,-4.18,3.13,1.26,-2.63,4.6,2.02,-2.97,5.48,127.07,5.24,355.5,36.43,-63.39,76.78,4.92,3.4,8.5,430.1,399.2,492.1,76497,51099,189926
05-05-2021,00:00:00,1,3.68,1.92,4.31,-1.64,-3.81,2.08,2.43,-2.74,3.81,1.23,-1.28,2.96,122.92,21.51,337.03,20.66,-24.52,68.41,4.14,2.3,9.15,353.8,305.7,419.8,69023,14763,270456
06-05-2021,00:00:00,1,5.01,2.39,6.47,-0.54,-3.84,2.26,4.04,-0.11,5.5,0.69,-3.82,5.73,98.79,61.69,188.33,8.54,-47.98,80.4,6.47,4.23,10.63,325.3,310.8,334.3,16685,10753,141799
07-05-2021,00:00:00,1,5.22,4.04,6.55,-2.55,-5.47,0.37,3.63,-2.79,5.21,2.39,-2.74,4.93,128.78,84.37,222.39,26.58,-38.93,64.46,7.6,3.57,10.89,301.5,287,329.8,29179,15159,97670
